id,name,category,flavors,molecules_count,sample_molecules
530,Carob,Plant,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",98,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, Isobutyric Acid, alpha-Maltose"
531,Common carp,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
532,Channel catfish,Fish,"bitter, cheese, cheesy, grassy, rancid, sour, sweat, very mild",3,"thiamine, CID 644104, Heptanoic Acid"
533,Chia,Herb,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",94,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
534,Chinese chestnut,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
535,Garland chrysanthemum,Flower,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
536,Cisco,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
537,Nuttall cockle,Fish,bitter,1,thiamine
538,Common octopus,Seafood,"bitter, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",4,"thiamine, Thiamine Hydrochloride, CID 644104, Heptanoic Acid"
539,Corn salad,Vegetable,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
540,Cottonseed,Plant Derivative,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, bergamot, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fir needle, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, harsh, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, myrrh, naphthelene, neroli, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pine, pineapple, plastic, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, terpentine, thyme, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",112,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, 6753-98-6, Citral, AC1L9CNW, 3-Hexanone, Geraniol"
541,Catjang pea,Legume,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
542,Squashberry,Berry,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
543,Atlantic croaker,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
544,Cusk,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
545,Cuttlefish,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
546,Mule deer,Meat,"bitter, grassy, very mild",2,"thiamine, CID 644104"
547,Devilfish,Fish,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
548,Dock,Herb,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
549,Dolphin fish,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
550,Freshwater drum,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
551,Mallard duck,Meat,"bitter, bland, grassy, very mild",3,"thiamine, CID 644104, betaine"
552,Freshwater eel,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
553,Elk,Meat,"bitter, cheese, cheesy, grassy, rancid, sour, sweat, very mild",3,"thiamine, CID 644104, Heptanoic Acid"
554,Emu,Meat,"bitter, cheese, cheesy, grassy, rancid, sour, sweat, very mild",3,"thiamine, CID 644104, Heptanoic Acid"
555,Oregon yampah,Plant,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
556,European anchovy,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
557,European chestnut,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",94,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
558,Turbot,Fish,"bitter, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",4,"thiamine, Thiamine Hydrochloride, CID 644104, Heptanoic Acid"
559,Fireweed,Herb,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
560,Florida pompano,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
561,Ginkgo nuts,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, alkane, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, bean, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jam, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicinal, medicine, melon, menthol, mentholic, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, plum, potato, powdery, prune, pungent, putrid, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, seaweed, sharp, shrimp, sickening, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, wax, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",117,"coumarin, Daidzin, 2-Methylbutyraldehyde, Thymol, 3-methylthiopropanol, Methyl Benzoate, Citral, Vanillic acid, 3-Hexanone, Geraniol"
562,Greylag goose,Meat,"bitter, bland, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",5,"Thiamine Hydrochloride, CID 644104, Heptanoic Acid, thiamine, betaine"
563,Greenland halibut,Fish,"bitter, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",4,"thiamine, Thiamine Hydrochloride, CID 644104, Heptanoic Acid"
564,Groundcherry,Berry,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",95,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
565,Grouper,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
